First,Last,Year,#,Asset,Asset Type,Owner,Value,Income Type,Income
MICHAEL,BENNET,2014,<td>11.1</td>,"<td class=""span4""><strong>Charles Schwab Bank</strong><div class=""muted noWrap"">(Denver, CO)</div><div class=""muted""><div class=""muted""><em>Type: </em>Money Market Account, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Interest, </td>","<td>$201 - $1,000</td>"
MICHAEL,BENNET,2014,<td>11.2</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=LVLT"" target=""_blank"">LVLT</a> - Level 3 Communications, Inc. (NYSE)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2014,<td>11.3</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=RGC"" target=""_blank"">RGC</a> - Regal Entertainment Group (NYSE)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Dividends, </td>","<td>$50,001 - $100,000</td>"
MICHAEL,BENNET,2014,<td>11.4</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=SPY"" target=""_blank"">SPY</a> - SPDR S&amp;P 500 ETF (NYSEArca)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Exchange Traded Fund/Note</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Excepted Investment Fund, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2014,<td>11.5</td>,"<td class=""span4""><strong class=""marginit-right"">Colorado Health FACS AUT</strong><div class=""muted""><em>Rate/Coupon:</em> 3.125% <br/> <em>Matures:</em> 01/01/2016</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2014,<td>11.6</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=EAERX"" target=""_blank"">EAERX</a> - Eaton Vance Stock A (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Excepted Investment Fund, </td>","<td>$100,001 - $1,000,000</td>"
MICHAEL,BENNET,2014,<td>11.7</td>,"<td class=""span4""><strong class=""marginit-right"">Colorado ST BRD CMTY CLG</strong><div class=""muted""><em>Rate/Coupon:</em> 2.75% <br/> <em>Matures:</em> 11/01/2017</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2014,<td>11.8</td>,"<td class=""span4""><strong class=""marginit-right"">Colorado HLTH FAC AUTH C</strong><div class=""muted""><em>Rate/Coupon:</em> 4.0% <br/> <em>Matures:</em> 10/01/2040</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2014,<td>11.9</td>,"<td class=""span4""><strong class=""marginit-right"">Canyon Balanced Fund LP</strong><div class=""muted""><em>Description</em>: Hedge fund (Los Angeles, CA) </div></td>","<td>Investment Fund<div class=""muted"">Hedge Fund</div></td>",<td>Self</td>,"<td>$500,001 - $1,000,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2014,<td>11.10</td>,"<td class=""span4""><strong class=""marginit-right"">Belmar HH Owner LLC</strong><div class=""muted""><em>Description:</em> Hotel (Lakewood, CO) </div></td>","<td>Real Estate<div class=""muted"">Commercial</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2014,<td>12</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,<td></td>,<td></td>,<td></td>
MICHAEL,BENNET,2014,<td>12.1</td>,"<td class=""span4""><strong class=""marginit-right"">Conservative Age option: Conservative Growth</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2014,<td>12.2</td>,"<td class=""span4""><strong class=""marginit-right"">Moderate Age option: Moderate Growth</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2014,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">TIAA-CREF Retirement Portfolio</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Contribution Pension Plan</div></td>",<td>Spouse</td>,<td></td>,<td></td>,<td></td>
MICHAEL,BENNET,2014,<td>13.1</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VTHRX"" target=""_blank"">VTHRX</a> - Vanguard Target Retirement 2030 Inv (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>","<td>$201 - $1,000</td>"
MICHAEL,BENNET,2014,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">Vanguard 403(b)7 Account</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Contribution Pension Plan</div></td>",<td>Spouse</td>,<td></td>,<td></td>,<td></td>
MICHAEL,BENNET,2014,<td>14.1</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VEURX"" target=""_blank"">VEURX</a> - Vanguard European Stock Index Inv (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>","<td>$1,001 - $2,500</td>"
MICHAEL,BENNET,2014,<td>14.2</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VGHCX"" target=""_blank"">VGHCX</a> - Vanguard Health Care Inv (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2014,<td>14.3</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VWUSX"" target=""_blank"">VWUSX</a> - Vanguard US Growth Inv (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>","<td>$2,501 - $5,000</td>"
MICHAEL,BENNET,2014,<td>14.4</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VFINX"" target=""_blank"">VFINX</a> - Vanguard 500 Index Inv (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>","<td>$1,001 - $2,500</td>"
MICHAEL,BENNET,2014,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">WilmerHale Retirement Account</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Contribution Pension Plan</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
MICHAEL,BENNET,2014,<td>15.1</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VINIX"" target=""_blank"">VINIX</a> - Vanguard Institutional Index I (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>","<td>$2,501 - $5,000</td>"
MICHAEL,BENNET,2014,<td>15.2</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=CIVIX"" target=""_blank"">CIVIX</a> - Causeway International Value Instl (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2014,<td>15.3</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=TSFIX"" target=""_blank"">TSFIX</a> - Touchstone Small Cap Core Inst (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>1</td>,"<td class=""span4""><strong>First Tennessee</strong><div class=""muted noWrap"">(Brentwood, TN)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Spouse</td>,"<td>None (or less than $1,001)</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>2</td>,"<td class=""span4""><strong>Payflex Systems USA INC</strong><div class=""muted noWrap"">(Omaha, NE)</div><div class=""muted""><div class=""muted""><em>Type: </em>Savings, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">Strategic Sales Tactics Inc.</strong><div class=""muted""><em>Company:</em> Strategic Sales Tactics Inc (Brentwood, TN) <em>Description:</em> Marketing Consulting </div></td>","<td>Corporate Securities<div class=""muted"">Non-Public Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">Principal Investment Plus Variable Annuity</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""><em>Provider:</em> Principal Financial Group </div></td>","<td>Annuity<div class=""muted"">Variable Annuity</div></td>",<td>Spouse</td>,<td></td>,<td></td>,<td></td>
MARSHA,BLACKBURN,2020,<td>4.1</td>,"<td class=""span4""><strong class=""marginit-right"">Balanced Asset Allocation Diversified Inc.</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Other, (IRA Distribution - Normal Distribution)</td>","<td><br/>Other $2,410.00</td>"
MARSHA,BLACKBURN,2020,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">Principal Investment Plus Variable Annuity</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""><em>Provider:</em> Principal Financial Group </div></td>","<td>Annuity<div class=""muted"">Variable Annuity</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
MARSHA,BLACKBURN,2020,<td>5.1</td>,"<td class=""span4""><strong class=""marginit-right"">Balanced Asset Allocation Diversified Inc.</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">American Funds Brokerage Account</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>",<td>Brokerage/Managed Account</td>,<td>Self</td>,<td></td>,<td></td>,<td></td>
MARSHA,BLACKBURN,2020,<td>6.1</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=ABALX"" target=""_blank"">ABALX</a> - American Funds American Balanced Fund Class A</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, Capital Gains, </td>","<td>$201 - $1,000</td>"
MARSHA,BLACKBURN,2020,<td>6.2</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=AIVSX"" target=""_blank"">AIVSX</a> - American Funds Investment Company of America Class</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, Capital Gains, </td>","<td>$201 - $1,000</td>"
MARSHA,BLACKBURN,2020,<td>6.3</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=ANWPX"" target=""_blank"">ANWPX</a> - American Funds New Perspective Fund Class A</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, Capital Gains, </td>","<td>$2,501 - $5,000</td>"
MARSHA,BLACKBURN,2020,<td>7</td>,"<td class=""span4""><strong class=""marginit-right"">MetLife IRA</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>",<td>Brokerage/Managed Account</td>,<td>Spouse</td>,<td></td>,<td></td>,<td></td>
MARSHA,BLACKBURN,2020,<td>7.1</td>,"<td class=""span4""><strong class=""marginit-right"">AB Global Dynamic Allocation Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>7.2</td>,"<td class=""span4""><strong class=""marginit-right"">Invesco Balanced Risk Allocation Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>7.3</td>,"<td class=""span4""><strong class=""marginit-right"">Blackrock Global Tactical Strategies Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>7.4</td>,"<td class=""span4""><strong class=""marginit-right"">JP Morgan Global Active Allocation Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>7.5</td>,"<td class=""span4""><strong class=""marginit-right"">BHLife Balanced Plus Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>7.6</td>,"<td class=""span4""><strong class=""marginit-right"">Schroeders Global Multi-Asset Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2020,<td>8</td>,"<td class=""span4""><strong class=""marginit-right"">State of Tennessee Pension</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Benefit Pension Plan</div></td>",<td>Self</td>,<td>Unascertainable</td>,"<td>Other, (Annual Pension Payment)</td>","<td><br/>Other $4,936.44</td>"
MARSHA,BLACKBURN,2020,<td>9</td>,"<td class=""span4""><strong>Pinnacle Bank</strong><div class=""muted noWrap"">(Nashville, TN)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2019,<td>1</td>,"<td class=""span4""><strong>First Tennessee</strong><div class=""muted noWrap"">(Brentwood, TN)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2019,<td>2</td>,"<td class=""span4""><strong>Payflex Systems USA INC</strong><div class=""muted noWrap"">(Omaha, NE)</div><div class=""muted""><div class=""muted""><em>Type: </em>Savings, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MARSHA,BLACKBURN,2019,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">Strategic Sales Tactics Inc.</strong><div class=""muted""><em>Company:</em> Strategic Sales Tactics Inc (Brentwood, TN) <em>Description:</em> Marketing Consulting </div></td>","<td>Corporate Securities<div class=""muted"">Non-Public Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
